@RELATION mail

@ATTRIBUTE length NUMERIC
@ATTRIBUTE num_chunks NUMERIC
@ATTRIBUTE num_letters NUMERIC
@ATTRIBUTE word_mean NUMERIC
@ATTRIBUTE num_words NUMERIC
@ATTRIBUTE 'num_{\ }' NUMERIC
@ATTRIBUTE 'num_{\!}' NUMERIC
@ATTRIBUTE 'num_{\"}' NUMERIC
@ATTRIBUTE 'num_{\#}' NUMERIC
@ATTRIBUTE 'num_{\$}' NUMERIC
@ATTRIBUTE 'num_{\%}' NUMERIC
@ATTRIBUTE 'num_{\&}' NUMERIC
@ATTRIBUTE 'num_{\'}' NUMERIC
@ATTRIBUTE 'num_{\(}' NUMERIC
@ATTRIBUTE 'num_{\)}' NUMERIC
@ATTRIBUTE 'num_{\*}' NUMERIC
@ATTRIBUTE 'num_{\+}' NUMERIC
@ATTRIBUTE 'num_{\,}' NUMERIC
@ATTRIBUTE 'num_{\-}' NUMERIC
@ATTRIBUTE 'num_{\.}' NUMERIC
@ATTRIBUTE 'num_{\/}' NUMERIC
@ATTRIBUTE 'num_{0}' NUMERIC
@ATTRIBUTE 'num_{1}' NUMERIC
@ATTRIBUTE 'num_{2}' NUMERIC
@ATTRIBUTE 'num_{3}' NUMERIC
@ATTRIBUTE 'num_{4}' NUMERIC
@ATTRIBUTE 'num_{5}' NUMERIC
@ATTRIBUTE 'num_{6}' NUMERIC
@ATTRIBUTE 'num_{7}' NUMERIC
@ATTRIBUTE 'num_{8}' NUMERIC
@ATTRIBUTE 'num_{9}' NUMERIC
@ATTRIBUTE 'num_{\:}' NUMERIC
@ATTRIBUTE 'num_{\;}' NUMERIC
@ATTRIBUTE 'num_{\<}' NUMERIC
@ATTRIBUTE 'num_{\=}' NUMERIC
@ATTRIBUTE 'num_{\>}' NUMERIC
@ATTRIBUTE 'num_{\?}' NUMERIC
@ATTRIBUTE 'num_{\@}' NUMERIC
@ATTRIBUTE 'num_{A}' NUMERIC
@ATTRIBUTE 'num_{B}' NUMERIC
@ATTRIBUTE 'num_{C}' NUMERIC
@ATTRIBUTE 'num_{D}' NUMERIC
@ATTRIBUTE 'num_{E}' NUMERIC
@ATTRIBUTE 'num_{F}' NUMERIC
@ATTRIBUTE 'num_{G}' NUMERIC
@ATTRIBUTE 'num_{H}' NUMERIC
@ATTRIBUTE 'num_{I}' NUMERIC
@ATTRIBUTE 'num_{J}' NUMERIC
@ATTRIBUTE 'num_{K}' NUMERIC
@ATTRIBUTE 'num_{L}' NUMERIC
@ATTRIBUTE 'num_{M}' NUMERIC
@ATTRIBUTE 'num_{N}' NUMERIC
@ATTRIBUTE 'num_{O}' NUMERIC
@ATTRIBUTE 'num_{P}' NUMERIC
@ATTRIBUTE 'num_{Q}' NUMERIC
@ATTRIBUTE 'num_{R}' NUMERIC
@ATTRIBUTE 'num_{S}' NUMERIC
@ATTRIBUTE 'num_{T}' NUMERIC
@ATTRIBUTE 'num_{U}' NUMERIC
@ATTRIBUTE 'num_{V}' NUMERIC
@ATTRIBUTE 'num_{W}' NUMERIC
@ATTRIBUTE 'num_{X}' NUMERIC
@ATTRIBUTE 'num_{Y}' NUMERIC
@ATTRIBUTE 'num_{Z}' NUMERIC
@ATTRIBUTE 'num_{\[}' NUMERIC
@ATTRIBUTE 'num_{\\}' NUMERIC
@ATTRIBUTE 'num_{\]}' NUMERIC
@ATTRIBUTE 'num_{\^}' NUMERIC
@ATTRIBUTE 'num_{_}' NUMERIC
@ATTRIBUTE 'num_{\`}' NUMERIC
@ATTRIBUTE 'num_{a}' NUMERIC
@ATTRIBUTE 'num_{b}' NUMERIC
@ATTRIBUTE 'num_{c}' NUMERIC
@ATTRIBUTE 'num_{d}' NUMERIC
@ATTRIBUTE 'num_{e}' NUMERIC
@ATTRIBUTE 'num_{f}' NUMERIC
@ATTRIBUTE 'num_{g}' NUMERIC
@ATTRIBUTE 'num_{h}' NUMERIC
@ATTRIBUTE 'num_{i}' NUMERIC
@ATTRIBUTE 'num_{j}' NUMERIC
@ATTRIBUTE 'num_{k}' NUMERIC
@ATTRIBUTE 'num_{l}' NUMERIC
@ATTRIBUTE 'num_{m}' NUMERIC
@ATTRIBUTE 'num_{n}' NUMERIC
@ATTRIBUTE 'num_{o}' NUMERIC
@ATTRIBUTE 'num_{p}' NUMERIC
@ATTRIBUTE 'num_{q}' NUMERIC
@ATTRIBUTE 'num_{r}' NUMERIC
@ATTRIBUTE 'num_{s}' NUMERIC
@ATTRIBUTE 'num_{t}' NUMERIC
@ATTRIBUTE 'num_{u}' NUMERIC
@ATTRIBUTE 'num_{v}' NUMERIC
@ATTRIBUTE 'num_{w}' NUMERIC
@ATTRIBUTE 'num_{x}' NUMERIC
@ATTRIBUTE 'num_{y}' NUMERIC
@ATTRIBUTE 'num_{z}' NUMERIC
@ATTRIBUTE 'num_{\{}' NUMERIC
@ATTRIBUTE 'num_{\|}' NUMERIC
@ATTRIBUTE 'num_{\}}' NUMERIC
@ATTRIBUTE 'num_{\~}' NUMERIC
@ATTRIBUTE 'word_len_{1}' NUMERIC
@ATTRIBUTE 'word_len_{2}' NUMERIC
@ATTRIBUTE 'word_len_{3}' NUMERIC
@ATTRIBUTE 'word_len_{4}' NUMERIC
@ATTRIBUTE 'word_len_{5}' NUMERIC
@ATTRIBUTE 'word_len_{6}' NUMERIC
@ATTRIBUTE 'word_len_{7}' NUMERIC
@ATTRIBUTE 'word_len_{8}' NUMERIC
@ATTRIBUTE 'word_len_{9}' NUMERIC
@ATTRIBUTE 'word_len_{10}' NUMERIC
@ATTRIBUTE 'word_len_{11}' NUMERIC
@ATTRIBUTE 'word_len_{12}' NUMERIC
@ATTRIBUTE 'word_len_{13}' NUMERIC
@ATTRIBUTE 'word_len_{14}' NUMERIC
@ATTRIBUTE 'word_len_{15}' NUMERIC
@ATTRIBUTE 'word_len_{16}' NUMERIC
@ATTRIBUTE 'word_len_{17}' NUMERIC
@ATTRIBUTE 'word_len_{18}' NUMERIC
@ATTRIBUTE 'word_len_{19}' NUMERIC
@ATTRIBUTE 'word_len_{20}' NUMERIC
@ATTRIBUTE 'consequent_{2}' NUMERIC
@ATTRIBUTE 'consequent_{3}' NUMERIC
@ATTRIBUTE 'consequent_{4}' NUMERIC
@ATTRIBUTE 'consequent_{5}' NUMERIC
@ATTRIBUTE 'consequent_{6}' NUMERIC
@ATTRIBUTE 'consequent_{7}' NUMERIC
@ATTRIBUTE 'consequent_{8}' NUMERIC
@ATTRIBUTE 'consequent_{9}' NUMERIC
@ATTRIBUTE 'consequent_{10}' NUMERIC
@ATTRIBUTE num_spam NUMERIC
@ATTRIBUTE 'num_spam_word{Africa}' NUMERIC
@ATTRIBUTE 'num_spam_word{akcija}' NUMERIC
@ATTRIBUTE 'num_spam_word{discount}' NUMERIC
@ATTRIBUTE 'num_spam_word{dovana}' NUMERIC
@ATTRIBUTE 'num_spam_word{enlarge}' NUMERIC
@ATTRIBUTE 'num_spam_word{help}' NUMERIC
@ATTRIBUTE 'num_spam_word{laimėjote}' NUMERIC
@ATTRIBUTE 'num_spam_word{milijonas}' NUMERIC
@ATTRIBUTE 'num_spam_word{million}' NUMERIC
@ATTRIBUTE 'num_spam_word{nemokamai}' NUMERIC
@ATTRIBUTE 'num_spam_word{nuolaida}' NUMERIC
@ATTRIBUTE 'num_spam_word{penis}' NUMERIC
@ATTRIBUTE 'num_spam_word{poverty}' NUMERIC
@ATTRIBUTE 'num_spam_word{prizas}' NUMERIC
@ATTRIBUTE 'num_spam_word{prize}' NUMERIC
@ATTRIBUTE 'num_spam_word{sex}' NUMERIC
@ATTRIBUTE 'num_spam_word{viagra}' NUMERIC
@ATTRIBUTE 'num_spam_word{won}' NUMERIC
@ATTRIBUTE num_money NUMERIC
@ATTRIBUTE class {0,1}

@DATA
841, 46, 778, 16.9130434782609, 108, 32, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 7, 4, 15, 17, 0, 25, 28, 6, 16, 8, 16, 8, 11, 9, 7, 16, 1, 6, 12, 6, 8, 8, 14, 6, 19, 18, 5, 6, 9, 12, 8, 2, 0, 12, 12, 7, 5, 3, 6, 8, 5, 9, 5, 7, 12, 10, 11, 4, 0, 0, 0, 0, 5, 0, 24, 7, 14, 13, 25, 7, 13, 5, 30, 4, 8, 18, 27, 18, 18, 12, 3, 11, 16, 8, 7, 6, 6, 9, 8, 5, 0, 0, 0, 0, 2, 2, 5, 7, 6, 0, 0, 4, 1, 0, 3, 1, 2, 1, 1, 0, 0, 0, 1, 0, 14, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7920, 705, 7060, 10.0141843971631, 1659, 572, 0, 70, 11, 0, 0, 15, 7, 4, 8, 0, 8, 28, 67, 99, 65, 398, 189, 56, 76, 27, 87, 2, 18, 164, 30, 65, 30, 153, 860, 261, 12, 14, 32, 279, 42, 432, 31, 23, 8, 1, 3, 3, 5, 7, 10, 5, 5, 6, 3, 9, 9, 20, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 17, 0, 324, 94, 98, 179, 293, 34, 74, 79, 339, 70, 67, 138, 115, 179, 212, 59, 18, 181, 158, 212, 104, 152, 2, 32, 24, 40, 0, 0, 0, 0, 103, 62, 52, 49, 72, 52, 39, 31, 18, 24, 10, 21, 15, 12, 7, 11, 7, 11, 4, 4, 139, 42, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
720, 44, 663, 15.0681818181818, 99, 32, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 7, 4, 18, 13, 0, 23, 20, 14, 13, 10, 24, 7, 9, 9, 7, 16, 1, 4, 8, 4, 8, 6, 12, 4, 8, 8, 4, 10, 4, 2, 7, 5, 3, 5, 7, 4, 4, 10, 3, 7, 10, 10, 8, 8, 12, 9, 2, 5, 0, 0, 0, 0, 5, 0, 25, 8, 11, 11, 25, 7, 12, 3, 23, 2, 9, 15, 20, 9, 12, 6, 1, 8, 11, 14, 7, 6, 3, 5, 6, 1, 0, 0, 0, 0, 0, 4, 5, 7, 6, 0, 0, 4, 1, 0, 3, 1, 3, 0, 1, 0, 0, 0, 1, 0, 19, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2956, 188, 2554, 13.5851063829787, 393, 306, 0, 0, 0, 0, 0, 0, 0, 12, 12, 0, 12, 10, 43, 73, 5, 104, 83, 56, 27, 37, 40, 46, 44, 34, 36, 68, 18, 10, 29, 10, 4, 16, 24, 14, 25, 32, 20, 9, 16, 25, 14, 10, 3, 20, 27, 17, 16, 25, 14, 28, 32, 29, 9, 12, 26, 23, 15, 9, 1, 0, 1, 0, 4, 0, 93, 30, 62, 50, 127, 28, 50, 30, 115, 14, 16, 53, 89, 48, 88, 37, 12, 45, 63, 46, 22, 27, 20, 21, 27, 12, 0, 0, 0, 0, 4, 21, 13, 32, 19, 4, 3, 11, 9, 5, 7, 6, 5, 4, 2, 2, 0, 1, 2, 2, 144, 48, 38, 20, 20, 20, 17, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8650, 452, 8065, 17.8429203539823, 1244, 335, 0, 78, 12, 0, 0, 19, 0, 2, 5, 0, 70, 15, 49, 59, 72, 383, 155, 94, 89, 118, 91, 12, 15, 106, 56, 50, 34, 159, 533, 159, 10, 12, 40, 243, 132, 324, 44, 50, 110, 26, 115, 27, 23, 90, 31, 99, 16, 62, 92, 40, 58, 38, 27, 36, 75, 43, 64, 59, 0, 0, 0, 0, 19, 0, 291, 166, 122, 229, 220, 24, 184, 92, 291, 117, 80, 198, 143, 152, 200, 94, 33, 161, 141, 217, 113, 157, 38, 51, 59, 52, 0, 0, 0, 0, 59, 30, 21, 23, 40, 27, 20, 17, 11, 11, 6, 12, 10, 6, 7, 5, 8, 8, 4, 4, 79, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
905, 47, 839, 17.8510638297872, 114, 32, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 7, 3, 18, 19, 0, 28, 25, 6, 12, 16, 12, 13, 19, 12, 7, 16, 1, 7, 12, 7, 8, 9, 14, 8, 20, 17, 5, 6, 9, 9, 8, 3, 0, 14, 11, 7, 9, 4, 7, 9, 4, 10, 5, 8, 16, 14, 9, 5, 0, 0, 0, 0, 3, 0, 28, 7, 14, 10, 27, 6, 17, 6, 38, 5, 10, 20, 30, 20, 20, 11, 3, 12, 15, 8, 6, 6, 7, 9, 7, 4, 0, 0, 0, 0, 2, 2, 5, 7, 6, 0, 0, 4, 1, 0, 3, 1, 2, 1, 1, 0, 0, 0, 1, 0, 15, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8907, 806, 7920, 9.82630272952854, 1807, 655, 8, 86, 12, 0, 0, 17, 7, 6, 10, 0, 10, 36, 75, 105, 74, 419, 205, 62, 82, 29, 95, 2, 20, 171, 42, 77, 34, 177, 884, 342, 12, 17, 34, 279, 44, 442, 31, 23, 10, 1, 3, 3, 5, 9, 12, 5, 5, 10, 3, 11, 11, 22, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 21, 0, 368, 113, 113, 211, 340, 29, 88, 88, 393, 78, 82, 162, 141, 208, 244, 67, 22, 218, 191, 243, 119, 178, 2, 40, 29, 44, 0, 0, 0, 0, 131, 68, 44, 61, 98, 51, 51, 39, 18, 25, 10, 18, 17, 11, 8, 8, 7, 14, 7, 3, 177, 53, 31, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
976, 48, 907, 18.8958333333333, 120, 32, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 11, 3, 16, 21, 0, 25, 28, 13, 18, 10, 18, 9, 15, 10, 10, 16, 1, 8, 12, 8, 8, 10, 15, 11, 22, 19, 7, 5, 10, 16, 8, 5, 0, 14, 12, 9, 8, 8, 12, 12, 6, 13, 5, 9, 14, 13, 12, 5, 0, 0, 0, 0, 6, 0, 29, 7, 18, 11, 25, 7, 22, 5, 36, 6, 9, 22, 34, 19, 20, 10, 4, 10, 15, 8, 5, 4, 8, 8, 11, 6, 0, 0, 0, 0, 2, 2, 5, 7, 6, 0, 0, 4, 1, 0, 3, 1, 2, 1, 1, 0, 0, 0, 1, 0, 16, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9627, 826, 8609, 10.4225181598063, 1997, 666, 0, 102, 14, 0, 0, 22, 8, 4, 10, 0, 10, 34, 75, 112, 77, 504, 223, 72, 94, 31, 107, 10, 26, 178, 45, 83, 41, 185, 1048, 413, 12, 20, 36, 347, 48, 531, 35, 27, 10, 1, 3, 3, 5, 9, 12, 5, 7, 6, 3, 13, 13, 22, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 24, 0, 375, 113, 131, 208, 348, 24, 95, 84, 388, 72, 86, 180, 146, 202, 260, 72, 28, 215, 189, 257, 124, 173, 4, 39, 27, 40, 0, 0, 0, 0, 114, 81, 43, 50, 104, 65, 41, 29, 26, 26, 8, 20, 15, 12, 9, 9, 8, 16, 11, 7, 208, 65, 37, 30, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1047, 49, 975, 19.8979591836735, 127, 32, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 11, 3, 19, 23, 0, 33, 22, 15, 18, 17, 16, 8, 18, 8, 5, 16, 1, 9, 12, 9, 8, 11, 18, 14, 24, 18, 9, 5, 13, 17, 8, 6, 1, 14, 11, 9, 15, 9, 10, 10, 3, 11, 5, 10, 21, 15, 13, 4, 0, 0, 0, 0, 6, 0, 34, 9, 22, 17, 26, 7, 22, 8, 41, 5, 8, 24, 37, 15, 18, 8, 7, 12, 16, 13, 5, 4, 11, 8, 9, 6, 0, 0, 0, 0, 2, 2, 5, 7, 6, 0, 0, 4, 1, 0, 3, 1, 2, 1, 1, 0, 0, 0, 1, 0, 17, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
10426, 894, 9325, 10.4306487695749, 2121, 715, 0, 118, 18, 0, 0, 27, 11, 4, 10, 0, 12, 34, 81, 124, 85, 519, 211, 74, 99, 41, 113, 18, 34, 185, 52, 93, 48, 206, 1069, 503, 12, 23, 36, 349, 50, 541, 35, 27, 12, 1, 3, 3, 5, 9, 14, 5, 7, 6, 3, 15, 15, 24, 8, 2, 0, 0, 0, 1, 0, 0, 0, 0, 28, 0, 413, 129, 136, 240, 391, 27, 105, 93, 426, 78, 93, 204, 162, 223, 282, 78, 32, 235, 214, 288, 143, 191, 4, 45, 28, 42, 0, 0, 0, 0, 130, 68, 53, 56, 93, 85, 49, 36, 29, 29, 9, 22, 15, 14, 9, 9, 11, 18, 12, 8, 249, 105, 44, 36, 30, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1118, 50, 1043, 20.86, 134, 32, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 13, 3, 20, 25, 0, 32, 20, 15, 20, 17, 21, 10, 15, 16, 6, 16, 1, 10, 12, 10, 8, 12, 20, 13, 25, 19, 10, 5, 13, 19, 8, 6, 2, 15, 9, 8, 15, 10, 9, 11, 5, 11, 5, 11, 23, 15, 13, 4, 0, 0, 0, 0, 6, 0, 35, 9, 23, 20, 27, 8, 23, 11, 47, 5, 8, 26, 41, 15, 20, 7, 9, 14, 16, 16, 6, 4, 12, 9, 10, 8, 0, 0, 0, 0, 2, 2, 5, 7, 6, 0, 0, 4, 1, 0, 3, 1, 2, 1, 1, 0, 0, 0, 1, 0, 19, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11689, 1026, 10424, 10.1598440545809, 2326, 827, 0, 136, 19, 0, 0, 31, 11, 8, 14, 0, 14, 46, 89, 140, 93, 540, 245, 70, 119, 39, 121, 8, 38, 188, 52, 105, 54, 230, 1099, 616, 12, 26, 42, 349, 56, 551, 35, 29, 14, 1, 3, 3, 11, 9, 16, 7, 7, 8, 3, 17, 19, 26, 8, 4, 0, 0, 0, 1, 0, 0, 0, 0, 32, 0, 499, 148, 151, 266, 432, 40, 117, 94, 502, 80, 120, 248, 198, 266, 328, 92, 38, 270, 257, 339, 178, 215, 4, 49, 33, 46, 0, 0, 0, 0, 139, 78, 65, 69, 111, 78, 75, 52, 36, 36, 15, 21, 15, 15, 11, 12, 11, 18, 11, 9, 311, 123, 69, 44, 37, 30, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3608, 317, 3181, 10.0347003154574, 605, 225, 0, 42, 4, 12, 0, 17, 2, 16, 16, 0, 4, 30, 26, 38, 21, 30, 54, 14, 35, 39, 81, 4, 12, 38, 10, 29, 24, 73, 194, 127, 14, 8, 33, 24, 78, 28, 8, 4, 2, 0, 4, 0, 4, 2, 3, 0, 0, 4, 1, 5, 5, 17, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 182, 69, 43, 96, 135, 28, 49, 8, 207, 24, 54, 71, 61, 101, 113, 47, 18, 158, 119, 154, 85, 48, 0, 12, 23, 0, 6, 0, 6, 0, 23, 47, 16, 23, 8, 19, 19, 26, 7, 15, 20, 7, 7, 12, 3, 2, 5, 9, 9, 3, 57, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
443, 40, 394, 9.85, 74, 31, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 3, 4, 10, 10, 0, 26, 20, 4, 5, 8, 18, 6, 12, 4, 5, 14, 1, 1, 6, 1, 4, 3, 2, 1, 3, 6, 1, 2, 4, 2, 4, 0, 1, 1, 4, 0, 4, 2, 1, 4, 5, 6, 1, 2, 5, 4, 1, 2, 0, 0, 0, 0, 4, 0, 13, 5, 11, 9, 21, 1, 5, 2, 19, 1, 0, 6, 11, 5, 6, 0, 0, 8, 8, 8, 5, 3, 1, 4, 1, 2, 0, 0, 0, 0, 2, 2, 5, 7, 6, 0, 0, 5, 1, 0, 2, 0, 2, 1, 2, 0, 0, 0, 1, 0, 11, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
984, 70, 879, 12.5571428571429, 145, 51, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 20, 6, 7, 20, 28, 4, 3, 21, 20, 8, 10, 10, 8, 7, 3, 16, 52, 16, 4, 2, 10, 8, 26, 3, 4, 4, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 3, 2, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 72, 22, 20, 39, 52, 4, 5, 4, 54, 2, 7, 16, 15, 42, 25, 13, 2, 39, 23, 36, 11, 12, 0, 2, 5, 0, 0, 0, 0, 0, 0, 7, 7, 3, 4, 1, 2, 2, 5, 1, 4, 2, 7, 0, 3, 4, 2, 3, 1, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2961, 186, 2662, 14.3118279569892, 390, 227, 0, 0, 0, 0, 0, 0, 0, 9, 9, 0, 9, 7, 36, 106, 5, 100, 92, 66, 40, 55, 51, 22, 48, 47, 40, 49, 20, 2, 24, 2, 0, 9, 30, 11, 18, 22, 19, 20, 25, 16, 20, 16, 18, 11, 22, 30, 28, 30, 10, 29, 29, 28, 12, 13, 25, 15, 14, 14, 5, 0, 5, 0, 9, 0, 83, 42, 58, 64, 121, 26, 29, 46, 80, 27, 18, 52, 78, 49, 100, 36, 13, 56, 56, 65, 38, 29, 25, 28, 42, 9, 0, 0, 0, 0, 2, 23, 12, 32, 15, 7, 3, 12, 12, 3, 4, 7, 7, 3, 4, 3, 0, 2, 1, 2, 120, 30, 22, 9, 9, 9, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4160, 273, 3778, 13.8388278388278, 572, 229, 0, 82, 2, 0, 0, 4, 0, 0, 0, 0, 2, 39, 58, 39, 30, 100, 142, 98, 117, 180, 76, 64, 23, 47, 28, 37, 18, 79, 172, 79, 4, 10, 26, 14, 49, 52, 7, 8, 7, 9, 3, 1, 2, 6, 4, 6, 6, 4, 1, 13, 26, 13, 3, 3, 6, 4, 2, 4, 0, 0, 0, 0, 161, 0, 174, 54, 49, 117, 155, 29, 31, 19, 248, 9, 22, 70, 57, 114, 94, 34, 2, 115, 95, 112, 79, 55, 4, 7, 53, 10, 0, 0, 0, 0, 8, 16, 18, 18, 17, 14, 20, 12, 16, 9, 11, 8, 9, 6, 10, 6, 4, 4, 3, 4, 109, 41, 5, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2064, 138, 1817, 13.1666666666667, 304, 185, 0, 0, 0, 0, 0, 0, 0, 9, 9, 0, 7, 5, 38, 67, 9, 57, 74, 40, 35, 25, 38, 29, 24, 31, 23, 33, 21, 4, 26, 4, 0, 11, 12, 5, 8, 19, 12, 12, 11, 10, 17, 6, 8, 8, 17, 5, 12, 13, 4, 14, 14, 21, 4, 8, 6, 8, 6, 3, 1, 0, 1, 0, 5, 0, 55, 20, 41, 42, 92, 21, 26, 34, 61, 12, 9, 27, 70, 51, 60, 30, 13, 43, 60, 68, 28, 25, 10, 12, 11, 7, 0, 0, 0, 0, 2, 15, 11, 18, 8, 4, 2, 7, 5, 4, 4, 5, 8, 6, 3, 1, 2, 2, 1, 4, 74, 23, 15, 8, 8, 8, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1660, 111, 1511, 13.6126126126126, 248, 87, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 58, 8, 19, 17, 15, 64, 15, 13, 9, 7, 5, 11, 10, 39, 23, 20, 56, 20, 0, 4, 4, 2, 4, 12, 13, 10, 4, 2, 4, 0, 0, 7, 18, 10, 7, 4, 4, 4, 4, 16, 6, 5, 11, 5, 5, 11, 0, 0, 0, 0, 1, 0, 68, 34, 30, 39, 92, 27, 19, 40, 67, 6, 11, 38, 32, 54, 69, 29, 1, 48, 49, 84, 16, 11, 14, 15, 17, 9, 0, 2, 0, 0, 0, 8, 10, 5, 11, 7, 4, 6, 2, 3, 6, 5, 5, 0, 1, 7, 4, 2, 3, 0, 40, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1405, 132, 1207, 9.14393939393939, 251, 150, 0, 0, 0, 0, 0, 0, 0, 11, 11, 0, 4, 8, 22, 72, 3, 78, 59, 39, 32, 33, 27, 9, 12, 30, 23, 29, 7, 2, 3, 2, 0, 7, 2, 0, 0, 7, 4, 3, 4, 5, 2, 0, 1, 2, 7, 0, 7, 10, 1, 10, 8, 20, 1, 1, 1, 3, 0, 1, 3, 0, 3, 0, 0, 0, 39, 12, 24, 30, 56, 13, 12, 16, 52, 5, 2, 35, 41, 20, 38, 9, 1, 19, 35, 46, 27, 23, 11, 6, 5, 1, 0, 0, 0, 0, 2, 18, 8, 25, 14, 4, 2, 8, 7, 5, 3, 5, 4, 5, 4, 1, 2, 0, 1, 1, 58, 13, 10, 5, 5, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2248, 184, 1898, 10.3152173913043, 313, 250, 1, 4, 0, 0, 0, 0, 0, 7, 7, 0, 0, 34, 10, 94, 1, 12, 35, 11, 3, 3, 11, 3, 3, 9, 10, 13, 3, 6, 6, 6, 4, 32, 7, 5, 12, 4, 2, 6, 1, 6, 7, 5, 5, 3, 7, 0, 2, 10, 3, 2, 11, 14, 3, 8, 0, 4, 2, 1, 0, 0, 0, 0, 2, 0, 173, 14, 44, 35, 76, 11, 33, 3, 162, 13, 47, 78, 85, 70, 80, 36, 2, 61, 122, 93, 72, 38, 5, 2, 17, 5, 0, 2, 0, 0, 2, 24, 17, 14, 16, 16, 10, 12, 11, 5, 8, 5, 4, 3, 2, 0, 0, 1, 2, 5, 66, 24, 22, 11, 11, 11, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
